Blue,EVI,Green,NDVI,NDVI_diff,NDWI,NIR,Red,SAVI,class,elevation,entropy,random,slope
0.0823500007390976,0.29793756888871276,0.11259999871253967,0.40873461961746216,-0.023882567882537842,-0.4308100640773773,0.283050000667572,0.11879999935626984,0.2731884481459666,0,2851,4.833905428352259,0.4495094879283654,16.5661678314209
0.05310000106692314,0.38580067705149323,0.07699999958276749,0.5820895433425903,-0.03266337886452675,-0.5632444620132446,0.27559998631477356,0.07280000299215317,0.3585572593328732,0,3490,4.823075003656012,0.6910254037951844,4.629324913024902
0.10540000349283218,0.17525443525614012,0.14560000598430634,0.23547005653381348,-0.01822119951248169,-0.3301126956939697,0.2890999913215637,0.17890000343322754,0.17076444496714818,0,2599,4.898587131399303,0.5374377168553319,16.286592483520508
0.041099999099969864,0.6117649114406919,0.07005000114440918,0.7668423056602478,-0.032619088888168335,-0.698125422000885,0.3940500020980835,0.052000001072883606,0.542333914505657,0,2747,4.896180370355692,0.09357413796347891,10.269519805908203
0.05040000006556511,0.230051474254615,0.06610000133514404,0.4413580000400543,0.030831696465611458,-0.47726374864578247,0.1868000030517578,0.07240000367164612,0.22602739403384364,0,3601,4.802594008685705,0.3511143353710101,26.236454010009766
0.05810000002384186,0.24317407728687535,0.07474999874830246,0.42264917492866516,-0.009082620963454247,-0.476906955242157,0.21105000376701355,0.0856499969959259,0.23609892051776363,0,3484,4.75838153755916,0.5030570629621263,20.446815490722656
0.065700002014637,0.6436554258411522,0.10734999924898148,0.6977050304412842,-0.08805271983146667,-0.615646243095398,0.45124998688697815,0.08034999668598175,0.5393078656075286,0,2773,4.885951635920346,0.2199139672112791,18.045969009399414
0.04780000075697899,0.23982875665980177,0.06445000320672989,0.4577292799949646,0.0066014365293085575,-0.5003876090049744,0.1935500055551529,0.07199999690055847,0.238162121869289,0,3742,4.834507118613164,0.34809743171743524,16.620677947998047
0.45719999074935913,0.23214967148885043,0.44749999046325684,0.07449720799922943,0.0,-0.07455277442932129,0.519599974155426,0.4475499987602234,0.07366320082331317,0,3538,4.7982170504819,0.6511608345654581,35.985084533691406
0.06809999793767929,0.1455418249545105,0.0908999964594841,0.25080668926239014,-0.07852153480052948,-0.4021703600883484,0.21320000290870667,0.12770000100135803,0.15251516501923984,0,2573,4.888960087224859,0.4491059876517045,6.7218708992004395
0.057750001549720764,0.2607967742982291,0.07370000332593918,0.4609903395175934,-0.06259821355342865,-0.46125730872154236,0.19990000128746033,0.07374999672174454,0.24458735518063338,0,2593,4.901294737573365,0.6371698016712807,16.47528839111328
0.05429999902844429,0.23553537805919592,0.0710500031709671,0.4319094717502594,0.0,-0.4680890738964081,0.19609999656677246,0.07779999822378159,0.22929318866646436,0,3915,4.868201773223715,0.3326731816168891,13.85319709777832
0.0430000014603138,0.19974381270055075,0.05730000138282776,0.42540493607521057,0.02068318985402584,-0.4895322918891907,0.1671999990940094,0.0674000009894371,0.20378436855411564,0,3925,4.816143802605822,0.2549364005052379,15.083898544311523
0.02879999950528145,0.28171154937783033,0.039000000804662704,0.656708836555481,0.07225913554430008,-0.6150048971176147,0.16359999775886536,0.033900000154972076,0.27892472686411796,0,3795,4.7863601346911375,0.6648247340162594,26.83900260925293
0.5450000166893005,0.02704615216542807,0.5281500220298767,0.006452831439673901,0.0,-0.009331753477454185,0.538100004196167,0.5311999917030334,0.0065953092249705966,0,3745,4.752715694882356,0.698641551179121,34.062416076660156
0.0502999983727932,0.20539226982353967,0.06684999912977219,0.404939204454422,0.0,-0.45661449432373047,0.17919999361038208,0.07590000331401825,0.20520459022072962,0,3723,4.867900928093264,0.5542034829251163,17.300281524658203
0.03840000182390213,0.22000660219915097,0.052000001072883606,0.4863387942314148,0.0689707100391388,-0.5167286396026611,0.1632000058889389,0.05640000104904175,0.22262368776443425,0,3778,4.836913879656773,0.425114594815971,31.651880264282227
0.37779998779296875,0.2283087762220967,0.3621000051498413,0.08144261687994003,0.0,-0.06482436507940292,0.4122999906539917,0.35019999742507935,0.07378217086964003,0,3922,4.888358396963956,0.6100597111241044,20.006729125976562
0.04749999940395355,0.20132892767745506,0.06369999796152115,0.409054160118103,0.0,-0.4647058844566345,0.17430000007152557,0.0731000006198883,0.20310409290477244,0,4099,4.811642888698859,0.597989482952163,9.195145606994629
0.3386000096797943,0.2095489213790017,0.32499998807907104,0.08627508580684662,0.0,-0.0658235177397728,0.3707999885082245,0.31189998984336853,0.0747019528320472,0,3344,4.8766254368763535,0.11851421976075116,14.880849838256836
0.04735000059008598,0.18254993056226218,0.0628499984741211,0.38151609897613525,0.0,-0.45145103335380554,0.1662999987602234,0.07445000112056732,0.18599392032623194,0,3771,4.817108315848754,0.1089116833737469,20.08646583557129
0.04639999940991402,0.24103490672399525,0.0649000033736229,0.4633408784866333,0.0,-0.49787232279777527,0.19359999895095825,0.07100000232458115,0.24051791084590057,0,3689,4.854362897222954,0.10071758579403167,15.016206741333008
0.05920000001788139,0.2829872654333259,0.08259999752044678,0.45579859614372253,-0.013373431749641895,-0.49247312545776367,0.24289999902248383,0.09080000221729279,0.2736595836254166,0,2664,4.893171919051178,0.20524366461926358,16.281885147094727
0.04814999923110008,0.2347856060927561,0.06544999778270721,0.4589448571205139,-0.03239373490214348,-0.4750351011753082,0.18389999866485596,0.0681999996304512,0.2307538877077139,0,3467,4.541746798612202,0.3304077684721154,30.296585083007812
0.1006999984383583,0.16128410884436556,0.11819999665021896,0.23231200873851776,-0.08620650321245193,-0.3034767508506775,0.22120000422000885,0.13779999315738678,0.14563447843524416,0,4023,4.8538231848136295,0.1733190780824262,19.790319442749023
0.10849999636411667,0.3810139987730148,0.14900000393390656,0.4253135919570923,-0.03813781216740608,-0.4312976896762848,0.375,0.15119999647140503,0.32712922086064994,0,2546,4.805301614859766,0.017292605705804154,3.8231232166290283
0.042100001126527786,0.20602377364050473,0.05790000036358833,0.4355313181877136,-0.004701956175267696,-0.49388110637664795,0.17090000212192535,0.06719999760389328,0.21074381091292527,0,3745,4.825770846780266,0.2741929097021135,11.043233871459961
0.11330000311136246,0.09569290966716175,0.13439999520778656,0.13546113669872284,-0.0009490923839621246,-0.25395503640174866,0.22589999437332153,0.1720000058412552,0.09004341550147935,0,2574,4.89587952522524,0.6072549419723376,2.075059652328491
0.028449999168515205,0.4285714479621167,0.04490000009536743,0.7480452060699463,-0.02299399860203266,-0.6970310211181641,0.2515000104904175,0.036249998956918716,0.40986989962306497,0,3278,4.761752811845703,0.4643566472019328,32.66444778442383
0.2442999929189682,0.19118164368533735,0.2455500066280365,0.13222570717334747,0.0,-0.1424081027507782,0.32710000872612,0.2506999969482422,0.10632772041517416,0,3923,4.666122512114136,0.48815354741440153,24.52546501159668
0.04659999907016754,0.23024855269938393,0.06840000301599503,0.43034911155700684,-0.01161437202244997,-0.5030875205993652,0.2069000005722046,0.08240000158548355,0.236602049879093,0,3818,4.679899410263318,0.5989129444765515,4.718803405761719
0.1915999948978424,0.21301222319408883,0.19439999759197235,0.1814558506011963,0.0,-0.18319328129291534,0.2815999984741211,0.19509999454021454,0.13284530237419118,0,3833,4.80923612765525,0.49172267232269573,5.63084077835083
0.029500000178813934,0.48693635800970814,0.04580000042915344,0.7892347574234009,-0.016098124906420708,-0.7152626514434814,0.2759000062942505,0.032499998807907104,0.4516328660628563,0,3384,4.755361323204839,0.01155697816205492,14.640945434570312
0.09319999814033508,0.16468222237714022,0.11800000071525574,0.24738675355911255,-0.017532551661133766,-0.29086539149284363,0.21480000019073486,0.12960000336170197,0.15135006478669802,0,2874,4.893472764181629,0.2576160641071955,6.203213214874268
0.0466499999165535,0.5412394721789169,0.07569999992847443,0.7131077647209167,-0.013781914487481117,-0.6470039486885071,0.3531999886035919,0.05914999917149544,0.4834493232402811,0,2582,4.877527972267708,0.22428731855167483,3.8187761306762695
0.04659999907016754,0.19270552675863895,0.0588500015437603,0.4122593402862549,0.02328616753220558,-0.4610805809497833,0.1595499962568283,0.06639999896287918,0.1924719290047466,0,3557,4.811342043568409,0.5640636801158905,23.500219345092773
0.07959999889135361,0.12663617403774782,0.09510000050067902,0.23165230453014374,0.048227351158857346,-0.22462289035320282,0.1501999944448471,0.09369999915361404,0.11392659452366596,0,4008,4.84022317609174,0.41830225185431935,35.20183563232422
0.04280000180006027,0.28276238207360327,0.05730000138282776,0.5241180658340454,-0.010592506267130375,-0.5739777088165283,0.21170000731945038,0.06610000133514404,0.28079198578853015,0,3694,4.841426556613543,0.25855825622325135,14.547964096069336
0.26829999685287476,0.34957148462081816,0.2729499936103821,0.20700399577617645,0.0,-0.19679245352745056,0.4066999852657318,0.2671999931335449,0.17825197380411612,0,4029,4.893472764181629,0.15547209238498094,3.3416671752929688
0.18490000069141388,0.3525878545657302,0.1995999962091446,0.292207807302475,0.0,-0.2843313217163086,0.3582000136375427,0.19619999825954437,0.23046284173478854,0,4248,4.901294737573365,0.4697699751951582,9.198982238769531
0.07135000079870224,0.3677415761113919,0.09920000284910202,0.5040857791900635,-0.0702093169093132,-0.4960629642009735,0.2944999933242798,0.09709999710321426,0.3320995934394612,0,2607,4.876023746615451,0.6409787392807498,12.67829704284668
0.04944999888539314,0.3461588976263662,0.07660000026226044,0.5556226968765259,-0.0336366631090641,-0.5411799550056458,0.2572999894618988,0.07349999994039536,0.33184880572832354,0,2652,4.865193321919201,0.5404830021335811,16.555086135864258
0.07320000231266022,0.1748892410167191,0.08290000259876251,0.30969446897506714,0.0,-0.3536062240600586,0.1736000031232834,0.09149999916553497,0.1609593589964918,0,4079,4.6066673689381155,0.6840046078042957,21.400245666503906
0.06949999928474426,0.2601797963883295,0.09624999761581421,0.39710304141044617,0.10008253902196884,-0.45289188623428345,0.2556000053882599,0.11029999703168869,0.2517034437299312,0,3681,4.841715638694187,0.5330959784146171,34.511043548583984
0.27254998683929443,0.18148582239121092,0.27309998869895935,0.11182622611522675,0.0,-0.11703848093748093,0.34549999237060547,0.2759999930858612,0.09295586293270003,0,3876,4.862786560875591,0.07822367450937495,14.197776794433594
0.06210000067949295,0.41710721152331826,0.09279999881982803,0.5683059692382812,0.0,-0.545654833316803,0.3156999945640564,0.0869000032544136,0.3802348634987347,0,2646,4.885951635920346,0.3858860581692203,8.246517181396484
0.051500000059604645,0.29679217006987924,0.07119999825954437,0.5056031346321106,0.0,-0.5246996283531189,0.22840000689029694,0.07500000298023224,0.28640777077184565,0,3596,4.85797303878837,0.3771305946092698,14.6475830078125
0.11410000175237656,0.09461137757043739,0.13449999690055847,0.1343403160572052,-0.01651589199900627,-0.22400115430355072,0.2121499925851822,0.16189999878406525,0.08623647554025639,0,2632,4.869705998875972,0.031487372217366305,17.363933563232422
0.47540000081062317,0.11573393655158057,0.4611000120639801,0.033242158591747284,0.0,-0.03150598704814911,0.491100013256073,0.4595000147819519,0.0326761318040862,0,3771,4.746023361111039,0.20102533929081767,22.100589752197266
0.03799999877810478,0.30967360308832687,0.05490000173449516,0.580110490322113,0.011032800190150738,-0.5924276113510132,0.21449999511241913,0.05700000002980232,0.3062216385113184,0,3617,4.785230495070719,0.12262007723249813,11.927854537963867
0.03460000082850456,0.23979957748606695,0.05139999836683273,0.5158255100250244,0.12163097411394119,-0.5503062605857849,0.17720000445842743,0.05660000070929527,0.24652494460306035,0,3924,4.799007393219902,0.4158618528952527,16.088987350463867
0.3812499940395355,0.350894353279271,0.38119998574256897,0.1433783769607544,0.0,-0.1361885517835617,0.5013999938964844,0.37564998865127563,0.13697760448667742,0,3741,4.714231044284198,0.02484742482066915,7.603928089141846
0.05375000089406967,0.3105705418462108,0.06629999727010727,0.5318245887756348,-0.002551513258367777,-0.5312831401824951,0.21660000085830688,0.06620000302791595,0.2881962131139393,0,3616,4.863087406006041,0.012102954317217418,33.99075698852539
0.3815000057220459,0.010683246888350553,0.3939000070095062,0.005149597302079201,0.0,-0.0199054516851902,0.4099000096321106,0.4056999981403351,0.0047887026455178915,0,4077,4.819765707221047,0.5689273646183567,25.066923141479492
0.04089999943971634,0.289640448823692,0.06239999830722809,0.526764452457428,-0.015381527133286,-0.5640936493873596,0.22390000522136688,0.06939999759197235,0.2921341366724056,0,3659,4.748527389155653,0.41148237371475593,25.319517135620117
0.058400001376867294,0.1849168910631655,0.07580000162124634,0.34227243065834045,0.3115546703338623,-0.43007516860961914,0.19020000100135803,0.09319999814033508,0.1857288798199474,0,3978,4.880536423572222,0.09945974005313174,31.998809814453125
0.3264000117778778,0.30165417203653155,0.297650009393692,0.10775691270828247,0.0,-0.07093250006437302,0.34310001134872437,0.2763499915599823,0.08944126975117664,0,3981,4.878129662528611,0.1327889189259126,27.53801155090332
0.05139999836683273,0.23802317121550137,0.0722000002861023,0.4311172366142273,0.17011180520057678,-0.4861209988594055,0.20880000293254852,0.08299999684095383,0.2383177686175429,0,3796,4.734591246153888,0.4948731674035367,35.107601165771484
0.07514999806880951,0.1715777593906727,0.09650000184774399,0.28978779911994934,0.0,-0.3367697596549988,0.19449999928474426,0.1071000024676323,0.16354789787808188,0,3698,4.827888525743232,0.4095226161346004,31.949268341064453
0.13449999690055847,0.07010112202055406,0.15839999914169312,0.09116807579994202,0.013387486338615417,-0.1839258223772049,0.2298000007867813,0.19140000641345978,0.06252712886427692,0,2523,4.870608534267326,0.16811127364064293,3.8187663555145264
0.04699999839067459,0.2702504248881343,0.0697999969124794,0.47606727480888367,0.00850495882332325,-0.5315436720848083,0.2282000035047531,0.08100000023841858,0.2728620908034258,0,3588,4.741307106024818,0.5562789157809851,21.120031356811523
0.04170000180602074,0.26940113163746326,0.06080000102519989,0.5096539258956909,0.004423606209456921,-0.5462686419487,0.20720000565052032,0.06729999929666519,0.2709490099294354,0,3932,4.792076192169715,0.10350111894806613,15.568697929382324
0.5957000255584717,0.21994387315874278,0.566349983215332,0.03302775323390961,0.0,-0.01943473145365715,0.5888000130653381,0.5511500239372253,0.03443701479795809,0,4032,4.839019795569933,0.6279955072414043,20.492076873779297
0.03579999879002571,0.24975691251009263,0.05485000088810921,0.5321536064147949,0.0,-0.5278674364089966,0.17749999463558197,0.05420000106096268,0.25276751598975356,0,3945,4.808321829214087,0.23768942571178164,10.465736389160156
0.052650000900030136,0.5296130228331384,0.0843999981880188,0.6634676456451416,-0.022553829476237297,-0.6441821455955505,0.38999998569488525,0.07890000194311142,0.4816286320379353,0,2875,4.896180370355691,0.2377385056004826,10.46214485168457
0.48794999718666077,0.2301424902049913,0.478300005197525,0.06695402413606644,0.0,-0.06481572240591049,0.5446000099182129,0.4762499928474426,0.0674129765721237,0,3518,4.800272751593288,0.2825028860964265,26.377412796020508
0.01720000058412552,0.046098957255621444,0.025200000032782555,0.2700135409832001,0.0869385153055191,-0.29999998211860657,0.046799998730421066,0.026900000870227814,0.05203067249619729,0,3889,4.86489247678875,0.6116104207509705,13.263556480407715
